risk_score,risk_level,ml_contribution,anomaly_contribution,rule_contribution,ml_fraud_prob,is_flagged,risk_factors,isFraud
36.0,LOW,0.0,6.0,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.63,LOW,0.01,5.63,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.84,LOW,0.0,6.84,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.29,LOW,0.0,5.29,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.35,LOW,0.06,5.29,30,0.0012,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
14.76,LOW,0.0,7.76,7,0.0,False,['Destination had zero balance'],0
34.88,LOW,0.08,4.79,30,0.0017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.4,LOW,0.0,5.4,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.03,LOW,0.06,4.97,30,0.0012,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.63,LOW,0.05,6.58,30,0.001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.57,LOW,0.01,5.56,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.38,LOW,1.37,5.01,30,0.0273,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.77,LOW,0.0,6.77,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.4,LOW,0.2,5.2,30,0.004,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.15,LOW,1.0,5.15,30,0.02,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
7.29,LOW,0.37,6.92,0,0.0073,False,[],0
36.64,LOW,0.15,6.49,30,0.003,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.69,LOW,0.0,7.69,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
8.18,LOW,0.17,8.01,0,0.0033,False,[],0
35.1,LOW,0.0,5.1,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.75,LOW,0.0,5.75,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
7.73,LOW,0.3,7.42,0,0.0061,False,[],0
36.59,LOW,0.05,6.54,30,0.001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.37,LOW,0.0,5.37,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.14,LOW,0.1,5.04,30,0.0019,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.84,LOW,0.0,6.84,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.76,LOW,0.0,5.76,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.73,LOW,0.01,5.73,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.82,LOW,0.0,5.82,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.02,LOW,0.01,5.02,30,0.0002,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.53,LOW,0.05,6.48,30,0.001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
7.63,LOW,0.11,7.52,0,0.0022,False,[],0
35.1,LOW,0.0,5.1,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.09,LOW,0.2,4.9,30,0.0039,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.75,LOW,0.01,5.74,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.9,LOW,0.0,5.9,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.44,LOW,0.01,6.43,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.39,LOW,0.18,5.21,30,0.0037,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.85,LOW,0.01,5.84,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
14.74,LOW,0.3,7.45,7,0.0059,False,['Destination had zero balance'],0
35.66,LOW,0.0,5.66,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
34.97,LOW,0.1,4.87,30,0.0019,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.74,LOW,0.01,5.73,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.84,LOW,0.78,5.06,30,0.0157,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.02,LOW,0.71,5.31,30,0.0143,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.03,LOW,0.0,5.03,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.82,LOW,0.06,5.77,30,0.0011,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.55,LOW,0.06,5.5,30,0.0011,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.56,LOW,0.0,6.56,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
38.42,LOW,0.0,8.42,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'High-frequency destination account']",0
6.97,LOW,0.24,6.73,0,0.0048,False,[],0
34.92,LOW,0.03,4.89,30,0.0006,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
16.51,LOW,0.25,6.25,10,0.0051,False,['>90% of balance transferred'],0
35.72,LOW,0.0,5.72,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
15.0,LOW,0.0,8.0,7,0.0,False,['Destination had zero balance'],0
35.82,LOW,0.52,5.3,30,0.0103,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.57,LOW,0.03,5.54,30,0.0007,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
37.37,LOW,0.01,7.36,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.08,LOW,0.01,6.07,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.61,LOW,0.0,5.61,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.99,LOW,0.0,5.99,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.63,LOW,0.1,5.54,30,0.0019,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.08,LOW,0.08,5.0,30,0.0017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.08,LOW,0.06,6.02,30,0.0011,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.3,LOW,0.0,6.3,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
6.72,LOW,0.08,6.64,0,0.0017,False,[],0
35.53,LOW,0.16,5.37,30,0.0032,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
8.09,LOW,0.4,7.69,0,0.008,False,[],0
35.38,LOW,0.01,5.38,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
6.93,LOW,0.24,6.69,0,0.0048,False,[],0
35.19,LOW,0.13,5.07,30,0.0025,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.13,LOW,0.0,7.13,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.55,LOW,0.05,6.5,30,0.001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.04,LOW,0.01,6.03,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.19,LOW,0.07,7.12,30,0.0014,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.25,LOW,0.01,6.24,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.94,LOW,0.11,6.83,30,0.0022,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.92,LOW,0.0,6.92,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.45,LOW,0.0,7.45,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.12,LOW,0.06,5.07,30,0.0012,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.04,LOW,0.0,5.04,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
14.23,LOW,0.49,6.74,7,0.0098,False,['Destination had zero balance'],0
35.08,LOW,0.26,4.82,30,0.0053,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.61,LOW,0.05,5.57,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.19,LOW,0.01,5.19,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.02,LOW,0.0,5.02,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.92,LOW,0.0,5.92,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.56,LOW,0.0,6.56,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.69,LOW,0.0,6.69,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
37.22,LOW,0.0,7.22,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.66,LOW,0.01,5.65,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.38,LOW,0.01,5.37,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
34.99,LOW,0.0,4.99,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.98,LOW,0.07,6.91,30,0.0014,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.89,LOW,0.01,5.89,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.39,LOW,0.14,6.25,30,0.0028,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.49,LOW,0.0,5.49,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
85.97,HIGH,48.83,7.14,30,0.9767,True,"['Account completely drained', 'Destination balance unchanged', '>90% of balance transferred', 'Destination had zero balance', 'Both balances zero post-transaction']",1
35.95,LOW,0.85,5.1,30,0.017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.52,LOW,0.06,5.46,30,0.0011,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.05,LOW,0.98,5.07,30,0.0196,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.51,LOW,0.0,6.51,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.59,LOW,0.01,5.59,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
37.25,LOW,0.0,7.25,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.74,LOW,0.01,6.73,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.67,LOW,0.01,6.67,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.4,LOW,0.01,6.39,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.28,LOW,0.0,5.28,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.72,LOW,0.0,5.72,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.34,LOW,0.01,6.33,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.02,LOW,0.0,7.02,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.76,LOW,0.0,6.76,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.57,LOW,0.0,6.57,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.92,LOW,0.52,5.4,30,0.0104,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
7.44,LOW,0.0,7.43,0,0.0,False,[],0
36.73,LOW,0.01,6.72,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.9,LOW,0.0,5.9,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.31,LOW,0.0,5.31,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.37,LOW,0.0,6.37,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
6.99,LOW,0.08,6.9,0,0.0017,False,[],0
37.03,LOW,0.0,7.03,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.12,LOW,0.0,8.12,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>Rs.1M)']",0
38.42,LOW,3.16,5.26,30,0.0632,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.52,LOW,0.0,6.52,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.93,LOW,0.0,6.93,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.92,LOW,0.0,5.92,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.8,LOW,0.05,6.76,30,0.001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.75,LOW,0.0,6.75,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.55,LOW,0.0,5.55,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
7.3,LOW,0.11,7.19,0,0.0022,False,[],0
35.29,LOW,0.04,5.25,30,0.0008,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.03,LOW,0.0,5.03,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.05,LOW,0.01,6.05,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.65,LOW,0.0,5.65,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.37,LOW,0.0,7.37,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.87,LOW,0.0,5.87,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.02,LOW,0.0,6.02,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.99,LOW,0.0,6.99,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.33,LOW,0.06,5.27,30,0.0013,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.48,LOW,0.0,6.48,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
38.53,LOW,0.0,8.53,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>Rs.1M)']",0
35.65,LOW,0.01,5.64,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.79,LOW,0.0,5.79,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.56,LOW,0.01,5.55,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
14.98,LOW,0.16,7.81,7,0.0033,False,['Destination had zero balance'],0
35.82,LOW,0.0,5.82,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
7.46,LOW,0.03,7.44,0,0.0005,False,[],0
36.22,LOW,0.01,6.22,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.58,LOW,0.54,5.05,30,0.0108,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.27,LOW,0.04,5.22,30,0.0008,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.06,LOW,0.24,4.82,30,0.0047,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.61,LOW,0.01,5.6,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.62,LOW,0.01,5.61,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.73,LOW,0.0,5.73,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.68,LOW,0.0,5.68,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.67,LOW,0.01,6.66,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
36.26,LOW,0.01,6.26,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.06,LOW,0.0,7.06,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
7.02,LOW,0.25,6.77,0,0.0051,False,[],0
35.29,LOW,0.0,5.29,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.68,LOW,0.48,6.2,30,0.0096,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.53,LOW,0.76,5.77,30,0.0151,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.47,LOW,0.28,5.19,30,0.0056,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.08,LOW,0.08,5.0,30,0.0017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.16,LOW,0.0,5.16,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.78,LOW,0.61,5.16,30,0.0123,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.34,LOW,0.0,7.34,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.23,LOW,0.0,8.23,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance', 'Very large transaction (>Rs.1M)']",0
14.11,LOW,0.0,7.11,7,0.0,False,['Destination had zero balance'],0
35.86,LOW,0.0,5.86,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.45,LOW,0.0,5.45,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.44,LOW,0.52,4.92,30,0.0104,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.09,LOW,0.0,7.09,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
34.94,LOW,0.08,4.85,30,0.0017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
6.68,LOW,0.41,6.27,0,0.0081,False,[],0
35.41,LOW,0.3,5.11,30,0.006,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.16,LOW,0.0,7.15,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.6,LOW,0.01,5.6,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.25,LOW,0.0,6.25,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.38,LOW,0.01,5.37,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.44,LOW,0.22,5.22,30,0.0044,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
6.44,LOW,0.21,6.22,0,0.0043,False,[],0
35.58,LOW,0.1,5.48,30,0.0019,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.76,LOW,0.0,5.76,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.16,LOW,0.0,6.16,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.74,LOW,0.0,5.74,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.63,LOW,0.0,5.63,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.6,LOW,0.0,5.6,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.68,LOW,0.01,5.67,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.88,LOW,0.01,5.87,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.82,LOW,0.01,5.81,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
38.49,LOW,0.08,8.4,30,0.0017,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>Rs.1M)']",0
36.0,LOW,0.68,5.32,30,0.0136,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.59,LOW,0.0,7.59,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
37.1,LOW,0.0,7.1,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.04,LOW,0.0,7.04,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.62,LOW,0.01,5.62,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.14,LOW,0.0,5.14,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.99,LOW,0.0,5.99,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
39.54,LOW,0.06,9.48,30,0.0012,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy', 'Very large transaction (>Rs.1M)']",0
35.06,LOW,0.26,4.79,30,0.0053,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
34.95,LOW,0.08,4.87,30,0.0017,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.53,LOW,0.01,5.52,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.14,LOW,0.06,6.08,30,0.0011,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.58,LOW,0.01,5.57,30,0.0002,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.22,LOW,0.09,5.13,30,0.0018,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
37.34,LOW,0.0,7.34,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.75,LOW,0.01,5.74,30,0.0001,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.6,LOW,0.05,5.55,30,0.0009,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy', 'Destination had zero balance']",0
35.5,LOW,0.0,5.5,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.11,LOW,0.0,6.11,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.6,LOW,0.04,5.56,30,0.0008,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
36.16,LOW,0.0,6.16,30,0.0,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.95,LOW,0.0,5.95,30,0.0,False,"['Account completely drained', 'Both origin & dest balance errors', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.23,LOW,0.17,5.06,30,0.0034,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
35.64,LOW,0.01,5.63,30,0.0001,False,"['Account completely drained', '>90% of balance transferred', 'Large origin balance discrepancy']",0
6.91,LOW,0.08,6.82,0,0.0017,False,[],0
7.13,LOW,0.25,6.88,0,0.0051,False,[],0
